,AGE,DRIVING_EXPERIENCE,CREDIT_SCORE,VEHICLE_OWNERSHIP,MARRIED,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,GENDER,VEHICLE_YEAR(before 2015),VEHICLE_TYPE(sports car)
7933,1,1,0.5578239717960888,1.0,1.0,7.0,1,0,2,0.0,1,0,1
7934,1,1,0.4138204352537412,1.0,0.0,11.697003206900366,2,1,0,1.0,0,1,0
7935,1,1,0.5172340131467813,0.0,0.0,9.0,1,0,1,0.0,0,1,0
7936,1,0,0.6441370891244694,1.0,1.0,12.0,0,0,0,0.0,0,0,0
7937,3,2,0.5826338974357931,1.0,1.0,9.0,4,0,1,0.0,1,1,0
7938,3,1,0.679535593605594,1.0,1.0,11.697003206900366,2,0,1,0.0,1,0,0
7939,2,2,0.737481662297617,1.0,0.0,11.0,2,0,7,0.0,1,1,0
7940,2,0,0.5416312774019474,1.0,1.0,8.0,0,0,0,0.0,0,1,0
7941,0,0,0.6257021054108537,1.0,1.0,10.0,0,0,0,0.0,0,0,0
7942,0,0,0.321625427740078,0.0,0.0,10.0,0,0,0,1.0,0,1,0
7943,3,3,0.3461614426192039,1.0,0.0,11.697003206900366,8,0,2,0.0,1,1,0
7944,1,1,0.5158128096027941,0.0,1.0,10.0,2,0,1,1.0,1,1,0
7945,1,1,0.6094742693422459,0.0,0.0,11.697003206900366,0,0,1,1.0,0,1,0
7946,1,0,0.6026477596586622,1.0,1.0,11.0,0,0,0,1.0,0,1,0
7947,2,2,0.6150681575582413,1.0,1.0,11.0,1,0,3,0.0,1,0,0
7948,1,1,0.1961267039783941,0.0,1.0,10.0,2,1,1,0.0,1,1,0
7949,3,3,0.6302280018895937,1.0,0.0,7.0,16,0,3,0.0,1,0,1
7950,0,0,0.3054392923725627,0.0,0.0,11.0,0,0,0,1.0,0,1,0
7951,1,1,0.3435642316265703,0.0,0.0,11.0,5,0,2,1.0,1,1,0
7952,2,2,0.5523185354505107,0.0,0.0,9.0,5,0,2,0.0,0,0,0
7953,1,1,0.3347397301816484,1.0,1.0,9.0,1,0,0,0.0,0,0,0
7954,1,1,0.6989460331110714,1.0,0.0,17.0,0,0,0,0.0,0,0,0
7955,2,2,0.5734753967793681,0.0,1.0,14.0,4,0,1,1.0,1,1,0
7956,3,1,0.4590105215668911,0.0,1.0,10.0,1,0,0,0.0,0,1,0
7957,2,2,0.5541971992318356,1.0,1.0,10.0,1,1,3,0.0,0,1,0
7958,0,0,0.4489473277904669,1.0,0.0,15.0,0,0,0,1.0,0,1,0
7959,0,0,0.4474047668287038,1.0,0.0,10.0,0,0,0,0.0,0,1,0
7960,2,2,0.7025510033929494,1.0,0.0,11.0,2,0,1,0.0,0,0,0
7961,0,0,0.2370144655001789,0.0,0.0,12.0,0,0,0,0.0,0,1,0
7962,2,2,0.5860322133857707,1.0,1.0,13.0,1,0,5,0.0,1,1,0
7963,0,0,0.4109938874087053,0.0,1.0,9.0,0,0,0,1.0,0,1,0
7964,2,2,0.5360446985709163,0.0,0.0,11.0,3,0,4,0.0,1,1,0
7965,3,2,0.6809375960435273,1.0,1.0,8.0,4,0,2,0.0,0,1,0
7966,2,0,0.4752262109815828,1.0,0.0,19.0,0,0,0,1.0,1,1,0
7967,3,2,0.6814407754118865,1.0,0.0,10.0,5,0,0,0.0,1,1,0
7968,1,1,0.4082714978911518,1.0,0.0,16.0,1,0,1,0.0,1,1,0
7969,0,0,0.4182087066621732,0.0,1.0,11.697003206900366,0,0,0,1.0,0,1,0
7970,1,1,0.5815271754016657,1.0,0.0,16.0,4,0,1,0.0,1,0,0
7971,1,1,0.5290295051140557,0.0,0.0,16.0,1,0,1,0.0,0,0,0
7972,2,0,0.5158128096027941,1.0,1.0,9.0,0,0,0,0.0,0,1,0
7973,3,2,0.4303924447202586,1.0,1.0,11.0,3,1,0,0.0,0,1,0
7974,2,1,0.5221190049628224,1.0,1.0,9.0,1,0,0,0.0,0,0,0
7975,1,1,0.4877611163322501,0.0,1.0,14.0,0,0,4,1.0,1,1,0
7976,1,1,0.2586558183843642,0.0,0.0,8.0,1,1,1,1.0,1,1,0
7977,2,2,0.5158128096027941,1.0,1.0,11.0,2,0,2,0.0,0,1,0
7978,1,1,0.1615453690910059,0.0,0.0,17.0,2,0,2,1.0,1,1,0
7979,3,3,0.6041001478735659,1.0,1.0,8.0,12,0,0,0.0,0,1,0
7980,2,0,0.8473887350441124,1.0,0.0,13.0,0,0,0,0.0,0,0,0
7981,1,1,0.448383125023734,0.0,0.0,14.0,0,0,0,1.0,1,0,0
7982,1,1,0.5360271863656086,0.0,1.0,7.0,3,2,0,0.0,0,0,0
7983,1,1,0.512042917009909,1.0,1.0,11.697003206900366,1,0,0,0.0,0,1,0
7984,3,3,0.5198680132761865,1.0,1.0,5.0,12,2,7,0.0,1,0,0
7985,3,3,0.6222449132769979,1.0,1.0,8.0,4,0,4,0.0,1,0,0
7986,2,2,0.4165222280131299,1.0,0.0,12.0,1,1,1,0.0,0,1,0
7987,3,2,0.5922982170441012,1.0,0.0,11.697003206900366,4,0,0,0.0,1,0,0
7988,2,2,0.5053905994161536,1.0,1.0,7.0,3,2,1,0.0,1,1,0
7989,3,3,0.5158128096027941,1.0,1.0,12.0,3,0,7,0.0,1,1,0
7990,3,1,0.5158128096027941,1.0,1.0,9.0,1,1,0,0.0,0,1,0
7991,1,1,0.5158128096027941,1.0,1.0,11.0,1,1,0,0.0,1,1,0
7992,1,0,0.3911383064250576,1.0,0.0,15.0,0,0,0,1.0,1,1,0
7993,1,0,0.6452732829908605,0.0,1.0,11.0,0,0,0,1.0,1,1,0
7994,1,1,0.5302592448700141,1.0,1.0,9.0,5,0,1,0.0,1,0,0
7995,2,2,0.4924103959378574,1.0,0.0,12.0,1,0,1,0.0,0,1,0
7996,0,0,0.4145847394995623,0.0,0.0,12.0,0,0,0,1.0,0,0,0
7997,1,1,0.4441140482434208,1.0,0.0,10.0,2,0,0,0.0,1,1,1
7998,3,3,0.5432644167719921,1.0,1.0,11.0,4,2,1,0.0,0,0,0
7999,2,1,0.5158128096027941,1.0,0.0,10.0,2,1,1,0.0,0,1,0
8000,1,0,0.5158128096027941,1.0,0.0,11.697003206900366,0,0,0,0.0,0,0,0
8001,1,1,0.5221769112250697,1.0,1.0,12.0,0,0,0,0.0,1,0,0
8002,2,1,0.5062116529171277,0.0,1.0,11.0,3,0,1,0.0,1,1,0
8003,3,3,0.6487467867282103,1.0,1.0,6.0,13,6,3,0.0,1,1,0
8004,1,1,0.4069958243881594,1.0,0.0,16.0,0,0,1,0.0,1,1,0
8005,0,0,0.5022869533930133,0.0,1.0,12.0,0,0,0,1.0,1,1,0
8006,1,0,0.5158128096027941,0.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
8007,1,0,0.5532659078456234,0.0,0.0,11.0,0,0,0,1.0,0,1,0
8008,2,2,0.6521572894862243,1.0,1.0,11.697003206900366,6,0,2,0.0,1,0,0
8009,2,2,0.7557590484416451,1.0,1.0,12.0,2,0,2,0.0,1,0,0
8010,3,2,0.5000459869796376,1.0,1.0,12.0,2,0,6,0.0,1,1,0
8011,2,2,0.5993749214349967,0.0,0.0,18.0,0,0,2,0.0,0,1,0
8012,1,1,0.3646300364441638,0.0,1.0,7.0,1,0,0,1.0,0,1,1
8013,2,2,0.6051303442238017,1.0,1.0,12.0,3,0,2,0.0,1,1,0
8014,3,2,0.5158128096027941,1.0,1.0,12.0,2,0,2,0.0,0,1,0
8015,2,0,0.5491989032257741,1.0,1.0,7.0,0,0,0,0.0,1,0,0
8016,0,0,0.4005849078660153,1.0,0.0,15.0,0,0,0,1.0,1,1,0
8017,2,1,0.5158128096027941,0.0,1.0,16.0,1,2,0,1.0,1,0,0
8018,1,1,0.2565912745042664,0.0,0.0,12.0,0,0,2,1.0,0,1,0
8019,1,1,0.680928917443575,1.0,1.0,12.0,1,2,1,0.0,1,1,0
8020,1,1,0.4741973179165643,1.0,0.0,9.0,2,1,0,1.0,1,1,0
8021,2,2,0.6027630963241031,1.0,0.0,10.0,8,0,3,0.0,1,1,0
8022,2,1,0.7819530183027448,1.0,1.0,16.0,3,1,0,0.0,0,0,0
8023,1,1,0.5158128096027941,0.0,0.0,13.0,1,0,4,0.0,0,1,0
8024,1,1,0.4272678792680286,0.0,1.0,9.0,1,0,0,1.0,0,1,0
8025,2,2,0.6867141058386899,1.0,1.0,10.0,9,0,2,0.0,1,1,0
8026,2,0,0.4840149273174377,1.0,1.0,10.0,0,0,0,0.0,0,0,0
8027,2,2,0.6257870416277221,1.0,0.0,13.0,0,0,2,0.0,0,1,0
8028,1,1,0.5957149581490123,1.0,1.0,7.0,2,0,2,0.0,0,1,0
8029,2,0,0.6809131865092295,1.0,0.0,11.0,0,0,0,0.0,1,0,0
8030,1,1,0.3065518093256519,0.0,0.0,18.0,0,0,0,0.0,1,1,0
8031,1,1,0.5893790042775761,1.0,1.0,9.0,2,1,1,0.0,1,1,0
8032,2,2,0.6016258241392335,1.0,0.0,11.697003206900366,2,2,1,0.0,1,1,0
8033,3,0,0.6563498838978089,1.0,1.0,7.0,0,0,0,0.0,0,0,0
8034,1,1,0.61535406879528,1.0,1.0,15.0,0,0,1,0.0,0,1,0
8035,3,3,0.6519123625904758,1.0,1.0,13.0,5,1,6,0.0,1,0,0
8036,0,0,0.2950906798001347,0.0,0.0,14.0,0,0,0,1.0,1,1,0
8037,3,0,0.6112652567938774,1.0,1.0,11.697003206900366,0,0,0,0.0,0,0,0
8038,2,2,0.4746294315462082,0.0,1.0,7.0,8,0,7,0.0,1,0,0
8039,1,1,0.0953870936940878,1.0,0.0,15.0,2,1,2,1.0,1,1,0
8040,0,0,0.4138170668973727,1.0,0.0,10.0,0,0,0,1.0,1,1,0
8041,3,3,0.6809852539465225,1.0,1.0,12.0,3,1,6,0.0,0,0,0
8042,1,0,0.6764783850579369,1.0,0.0,13.0,0,0,0,0.0,1,1,0
8043,1,1,0.5158128096027941,0.0,1.0,15.0,1,0,1,0.0,1,1,0
8044,1,0,0.4033846274374489,0.0,1.0,9.0,0,0,0,1.0,1,1,0
8045,1,0,0.7040031235458382,1.0,1.0,10.0,0,0,0,0.0,0,0,0
8046,1,0,0.5735410704695847,1.0,1.0,9.0,0,0,0,0.0,1,1,0
8047,2,2,0.4879440211154682,1.0,0.0,11.0,5,0,4,0.0,1,1,0
8048,0,0,0.5158128096027941,1.0,1.0,8.0,0,0,0,0.0,0,1,0
8049,2,2,0.5158128096027941,1.0,1.0,10.0,3,0,0,0.0,0,1,0
8050,2,2,0.6819981116362914,0.0,1.0,6.0,11,1,2,1.0,1,1,0
8051,2,2,0.436520236197445,1.0,0.0,15.0,3,0,2,0.0,0,1,0
8052,3,2,0.6719249250370957,1.0,1.0,10.0,2,1,5,0.0,0,0,0
8053,3,2,0.4721412440122079,1.0,1.0,11.0,3,0,1,0.0,1,1,0
8054,2,2,0.5250591110723005,0.0,1.0,10.0,0,0,1,0.0,0,1,0
8055,0,0,0.4490141254061794,1.0,0.0,14.0,0,0,0,0.0,1,1,0
8056,1,1,0.6227949196734675,1.0,1.0,11.697003206900366,1,0,2,0.0,1,0,0
8057,2,1,0.9608188278116948,1.0,0.0,10.0,1,0,1,0.0,1,0,0
8058,2,2,0.5702790141224438,1.0,1.0,10.0,3,0,4,0.0,0,1,0
8059,1,1,0.4144618670550359,0.0,1.0,10.0,3,0,1,0.0,0,1,0
8060,1,0,0.5158128096027941,0.0,1.0,14.0,0,0,0,1.0,0,1,0
8061,3,3,0.6060025247092775,1.0,0.0,11.697003206900366,2,0,4,0.0,1,1,0
8062,0,0,0.2956147179906796,0.0,0.0,9.0,0,0,0,1.0,1,1,1
8063,0,0,0.5158128096027941,0.0,0.0,12.0,0,0,0,0.0,1,0,0
8064,1,1,0.6012733666180051,1.0,1.0,10.0,1,0,2,0.0,1,1,0
8065,1,1,0.6467083588488515,0.0,1.0,11.0,6,0,1,0.0,1,0,0
8066,2,1,0.3315640659194958,1.0,1.0,12.0,3,1,1,0.0,0,1,0
8067,3,0,0.4736061159306169,1.0,1.0,12.0,0,0,0,1.0,1,0,0
8068,1,1,0.6980053964165731,1.0,1.0,12.0,2,0,0,1.0,1,1,0
8069,0,0,0.4493988790424355,0.0,0.0,17.0,0,0,0,1.0,0,1,0
8070,3,2,0.5935570210616777,1.0,1.0,9.0,1,1,4,0.0,1,0,0
8071,2,2,0.5469528093344056,1.0,1.0,15.0,3,4,5,1.0,1,1,0
8072,3,3,0.6647874125137581,1.0,0.0,11.0,2,0,3,0.0,0,1,0
8073,0,0,0.3930304394075162,0.0,0.0,16.0,0,0,0,1.0,0,1,0
8074,0,0,0.3104439496869316,1.0,0.0,13.0,0,0,0,1.0,0,1,0
8075,1,1,0.629040794332527,1.0,0.0,17.0,0,0,0,0.0,0,1,0
8076,2,2,0.5949942615350459,1.0,1.0,12.0,3,0,4,0.0,1,1,0
8077,0,0,0.4136822947297669,0.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
8078,1,0,0.5668017602483743,1.0,0.0,13.0,0,0,0,0.0,1,1,0
8079,0,0,0.5574101037418253,0.0,0.0,16.0,0,0,0,1.0,1,1,0
8080,1,1,0.5960178820895716,1.0,0.0,9.0,0,0,1,0.0,1,1,0
8081,0,0,0.5653141355325579,1.0,0.0,10.0,0,0,0,0.0,0,1,0
8082,1,0,0.3078087184319206,0.0,1.0,11.697003206900366,0,0,0,1.0,1,1,0
8083,2,2,0.6720095267316407,1.0,1.0,13.0,0,0,0,0.0,0,0,0
8084,3,1,0.5242807123606903,1.0,1.0,9.0,2,0,1,0.0,1,0,0
8085,3,1,0.4630535883640802,1.0,0.0,14.0,0,0,0,0.0,0,0,0
8086,3,2,0.6140424540441148,0.0,0.0,13.0,4,0,1,0.0,1,1,0
8087,3,2,0.6453591991000591,1.0,1.0,13.0,4,3,0,0.0,1,1,0
8088,3,1,0.6854090454032493,1.0,1.0,11.0,1,0,0,0.0,0,0,0
8089,1,1,0.6670226191158176,1.0,1.0,14.0,2,0,2,0.0,1,1,0
8090,0,0,0.6082656962441383,1.0,1.0,13.0,0,0,0,1.0,1,1,0
8091,2,2,0.7216402910712306,1.0,1.0,11.0,2,0,5,0.0,1,0,0
8092,2,2,0.4596749902548559,0.0,0.0,13.0,0,3,1,0.0,1,1,1
8093,2,0,0.4900678073285606,1.0,0.0,11.697003206900366,0,0,0,0.0,1,0,0
8094,2,0,0.5417098412700575,1.0,1.0,7.0,0,0,0,1.0,1,1,0
8095,0,0,0.5158128096027941,0.0,0.0,11.0,0,0,0,1.0,0,1,0
8096,0,0,0.4701928145539621,0.0,0.0,9.0,0,0,0,1.0,1,1,0
8097,2,2,0.5806195342350445,1.0,1.0,7.0,12,1,3,0.0,1,0,0
8098,1,1,0.8246055134031282,1.0,0.0,14.0,1,0,1,0.0,0,0,0
8099,0,0,0.2866241766490909,0.0,0.0,16.0,0,0,0,1.0,0,1,0
8100,1,0,0.5158128096027941,0.0,0.0,17.0,0,0,0,0.0,0,1,0
8101,0,0,0.5105416142994454,0.0,0.0,12.0,0,0,0,1.0,0,1,0
8102,1,1,0.5158128096027941,1.0,1.0,11.697003206900366,1,0,2,0.0,1,1,0
8103,0,0,0.61727812187165,1.0,1.0,10.0,0,0,0,1.0,1,0,0
8104,0,0,0.2266204187196561,0.0,0.0,12.0,0,0,0,1.0,1,1,0
8105,2,2,0.4854096107116239,0.0,1.0,9.0,2,1,3,0.0,0,0,0
8106,1,1,0.3846403721622462,0.0,0.0,11.0,0,0,1,0.0,0,1,0
8107,2,2,0.5610588085481812,1.0,0.0,14.0,3,0,1,0.0,0,1,0
8108,1,1,0.5035670239503522,1.0,1.0,9.0,5,0,2,0.0,1,1,0
8109,1,1,0.4400170768463599,1.0,1.0,14.0,0,0,1,0.0,0,1,0
8110,3,1,0.6458584800209589,1.0,1.0,11.0,2,0,0,0.0,1,0,0
8111,2,2,0.6946223389054919,1.0,1.0,9.0,4,2,1,0.0,0,1,0
8112,0,0,0.3673915153567661,1.0,1.0,11.0,0,0,0,0.0,1,1,0
8113,2,1,0.4709463634111504,1.0,1.0,9.0,0,0,1,0.0,0,1,0
8114,3,3,0.6780290985770019,1.0,1.0,12.0,11,1,1,0.0,1,1,0
8115,3,3,0.567420445945503,0.0,1.0,9.0,5,1,7,0.0,1,0,0
8116,1,1,0.4696695415128295,1.0,1.0,8.0,6,0,2,0.0,1,1,0
8117,2,2,0.6230965528779376,1.0,1.0,8.0,3,2,4,0.0,0,1,0
8118,2,0,0.6780115158287626,0.0,1.0,11.0,0,0,0,1.0,1,0,0
8119,0,0,0.6533774120556458,1.0,0.0,12.0,0,0,0,0.0,0,0,0
8120,3,1,0.4838848652090954,1.0,1.0,8.0,5,1,0,0.0,1,1,0
8121,3,0,0.6814422418900506,1.0,1.0,9.0,0,0,0,0.0,1,0,0
8122,2,2,0.584162066396573,1.0,1.0,11.0,4,0,0,0.0,1,1,0
8123,3,3,0.5968599686931912,1.0,1.0,15.0,2,0,2,0.0,1,1,0
8124,0,0,0.377267939245568,0.0,1.0,11.0,0,0,0,1.0,0,1,0
8125,2,2,0.408776432410417,1.0,1.0,10.0,1,0,4,0.0,1,0,0
8126,1,0,0.3662098408890193,0.0,0.0,10.0,0,0,0,1.0,1,1,0
8127,2,1,0.5094372527074583,1.0,1.0,8.0,2,0,2,0.0,1,0,0
8128,1,0,0.6133896915585907,0.0,0.0,12.0,0,0,0,1.0,1,1,0
8129,2,1,0.6749718971794846,1.0,1.0,12.0,2,0,0,0.0,1,0,0
8130,1,1,0.6126814428612573,0.0,0.0,13.0,3,0,1,1.0,1,0,0
8131,1,0,0.5275057358985888,0.0,0.0,15.0,0,0,0,1.0,0,1,0
8132,1,1,0.4038738668665778,1.0,0.0,15.0,1,0,0,0.0,1,0,0
8133,2,1,0.6522632312864586,1.0,0.0,9.0,3,1,1,0.0,1,0,0
8134,3,1,0.632071900431844,1.0,0.0,11.0,3,0,2,0.0,1,1,0
8135,0,0,0.5158128096027941,0.0,0.0,15.0,0,0,0,1.0,1,1,0
8136,2,2,0.7088589461787946,1.0,1.0,9.0,2,2,1,0.0,0,1,0
8137,2,2,0.6107452144722096,0.0,1.0,10.0,10,0,2,0.0,1,1,0
8138,3,3,0.4709021936145576,1.0,0.0,10.0,2,0,1,0.0,0,0,0
8139,2,2,0.6637272722430558,1.0,0.0,15.0,5,0,3,0.0,1,0,0
8140,3,2,0.6713585572774622,1.0,1.0,6.0,8,1,2,0.0,1,0,0
8141,0,0,0.5357575590071443,1.0,0.0,11.0,0,0,0,1.0,0,1,0
8142,1,1,0.6609333089751197,1.0,1.0,9.0,2,0,3,0.0,1,1,0
8143,1,1,0.2158830849082594,1.0,1.0,10.0,4,0,1,0.0,1,1,0
8144,2,2,0.5240293740807962,1.0,0.0,14.0,4,0,1,0.0,1,1,0
8145,3,3,0.5846714102071112,1.0,1.0,11.0,13,1,3,0.0,1,0,0
8146,2,2,0.4736095690653534,1.0,1.0,9.0,2,0,2,0.0,0,0,0
8147,2,1,0.5064086371116839,0.0,1.0,11.0,3,0,2,0.0,1,0,0
8148,1,1,0.502144711398539,1.0,0.0,13.0,4,0,3,1.0,1,1,0
8149,0,0,0.4095777894765035,1.0,0.0,12.0,0,0,0,0.0,0,0,0
8150,2,1,0.2778104486315901,0.0,0.0,12.0,0,0,2,1.0,0,1,0
8151,1,1,0.6616536709828063,1.0,0.0,12.0,1,0,0,0.0,0,1,0
8152,3,3,0.5888889061756829,1.0,1.0,12.0,2,0,2,0.0,0,1,0
8153,1,1,0.5758378032781618,1.0,0.0,14.0,1,0,0,0.0,1,0,0
8154,1,0,0.7519971243463806,1.0,0.0,9.0,0,0,0,0.0,0,1,0
8155,1,1,0.5158128096027941,1.0,0.0,13.0,1,0,0,0.0,1,0,0
8156,3,3,0.6115255635879427,1.0,1.0,10.0,6,1,9,0.0,1,1,0
8157,2,0,0.6487617772165083,1.0,1.0,9.0,0,0,0,0.0,0,1,0
8158,2,2,0.7221845906508915,1.0,0.0,15.0,2,2,1,0.0,1,0,0
8159,0,0,0.2983405315294405,1.0,0.0,15.0,0,0,0,1.0,0,1,0
8160,2,2,0.3943131593188522,0.0,1.0,12.0,2,1,2,0.0,0,1,0
8161,2,2,0.5010180026077341,0.0,1.0,8.0,1,0,3,0.0,1,1,0
8162,3,3,0.6695109646953296,1.0,1.0,12.0,3,0,1,0.0,0,1,0
8163,1,1,0.5083268520271713,0.0,1.0,9.0,2,0,0,0.0,0,1,0
8164,2,1,0.730309867150182,1.0,0.0,11.697003206900366,0,0,2,0.0,1,0,0
8165,2,2,0.4503634589093056,0.0,0.0,7.0,2,0,0,0.0,0,1,0
8166,1,0,0.4374226306331744,1.0,1.0,12.0,0,0,0,0.0,0,0,0
8167,2,2,0.5617018828890193,1.0,0.0,13.0,0,0,0,0.0,0,1,0
8168,2,2,0.4669035543886058,1.0,0.0,11.0,5,3,3,0.0,1,0,0
8169,1,0,0.277330465062199,0.0,0.0,12.0,0,0,0,1.0,1,1,0
8170,3,2,0.6736612645600645,1.0,1.0,10.0,1,0,1,0.0,0,1,0
8171,0,0,0.2907696723906524,1.0,0.0,14.0,0,0,0,1.0,0,1,0
8172,3,3,0.7086878384235843,1.0,0.0,12.0,1,1,7,0.0,1,1,0
8173,2,1,0.5047539827483274,1.0,0.0,10.0,0,0,0,0.0,1,1,0
8174,0,0,0.5158128096027941,1.0,0.0,11.697003206900366,0,0,0,1.0,0,1,0
8175,2,2,0.6741173026157443,1.0,1.0,13.0,1,1,1,0.0,1,0,0
8176,1,1,0.3460042308900576,1.0,0.0,13.0,0,0,0,0.0,0,1,0
8177,0,0,0.5961511521802579,0.0,0.0,11.0,0,0,0,1.0,0,1,0
8178,0,0,0.5584297222497407,1.0,1.0,7.0,0,0,0,1.0,0,1,0
8179,2,2,0.4795650162746911,1.0,0.0,12.0,2,1,1,0.0,0,1,0
8180,2,0,0.5677135244725591,1.0,0.0,12.0,0,0,0,0.0,0,1,0
8181,2,2,0.5158128096027941,1.0,1.0,6.0,6,0,5,0.0,1,0,0
8182,3,3,0.7244869628614676,1.0,1.0,12.0,6,1,3,0.0,1,0,0
8183,0,0,0.4612268925007986,1.0,0.0,12.0,0,0,0,1.0,0,1,1
8184,2,2,0.4596170604546482,1.0,1.0,10.0,3,1,3,0.0,1,0,0
8185,1,0,0.6082027648430689,0.0,1.0,6.0,0,0,0,0.0,0,0,0
8186,3,0,0.6848940070987218,1.0,0.0,12.0,0,0,0,1.0,0,1,0
8187,0,0,0.4987146666985322,0.0,1.0,8.0,0,0,0,1.0,1,1,0
8188,2,2,0.704085650847231,1.0,1.0,7.0,12,0,5,0.0,1,0,0
8189,0,0,0.3292359274424569,1.0,0.0,13.0,0,0,0,1.0,0,1,0
8190,0,0,0.5158128096027941,1.0,0.0,15.0,0,0,0,0.0,0,1,1
8191,3,3,0.5585866661510136,1.0,1.0,11.697003206900366,17,0,3,0.0,1,1,0
8192,2,2,0.6305716881715939,1.0,1.0,10.0,4,1,4,1.0,1,0,1
8193,3,2,0.5501302706237786,1.0,1.0,7.0,2,0,1,0.0,1,0,1
8194,0,0,0.0972109997290097,0.0,0.0,17.0,0,0,0,1.0,1,1,0
8195,1,0,0.5116467664654503,0.0,0.0,16.0,0,0,0,1.0,0,0,0
8196,0,0,0.3322031062528092,1.0,0.0,15.0,0,0,0,1.0,1,1,1
8197,1,0,0.4638268843521842,0.0,0.0,18.0,0,0,0,1.0,0,1,0
8198,2,1,0.4107534729412132,1.0,0.0,11.0,1,0,1,0.0,1,0,0
8199,3,3,0.49825957406754,1.0,1.0,11.0,1,0,5,0.0,0,1,0
8200,1,1,0.3635155818200086,0.0,0.0,15.0,0,0,2,1.0,1,1,0
8201,2,2,0.481567980309193,1.0,0.0,12.0,3,1,3,0.0,1,1,0
8202,2,1,0.6329125316171743,1.0,1.0,12.0,1,0,0,0.0,1,1,0
8203,0,0,0.3863765509928501,1.0,0.0,12.0,0,0,0,1.0,0,1,0
8204,2,0,0.6127350251833245,1.0,1.0,13.0,0,0,0,1.0,1,1,0
8205,2,0,0.5158128096027941,0.0,0.0,10.0,0,0,0,1.0,0,1,0
8206,1,1,0.4948332302558839,0.0,1.0,8.0,2,0,3,0.0,0,0,0
8207,2,2,0.5158128096027941,1.0,0.0,14.0,0,0,3,0.0,0,1,0
8208,1,1,0.5681315286992283,0.0,1.0,17.0,0,0,0,1.0,1,0,0
8209,2,2,0.7453860538131073,1.0,1.0,13.0,3,1,0,0.0,0,1,0
8210,2,1,0.6027617226896056,1.0,0.0,14.0,0,0,1,0.0,0,1,0
8211,0,0,0.3925521411624277,0.0,0.0,15.0,0,0,0,1.0,1,1,0
8212,0,0,0.4965338738721264,1.0,1.0,6.0,0,0,0,0.0,1,1,0
8213,1,1,0.5158128096027941,0.0,0.0,13.0,0,0,3,1.0,0,1,0
8214,2,2,0.7765591455706297,1.0,0.0,13.0,3,0,0,0.0,0,1,0
8215,2,2,0.6182580991974427,1.0,1.0,15.0,2,0,1,0.0,0,1,0
8216,0,0,0.2343895342350447,1.0,0.0,12.0,0,0,0,1.0,1,1,0
8217,1,0,0.3505304279819008,0.0,1.0,8.0,0,0,0,1.0,1,1,0
8218,3,3,0.4874645595687514,1.0,1.0,5.0,3,0,0,0.0,0,1,0
8219,2,2,0.6695729313068942,1.0,0.0,11.0,3,0,1,1.0,1,0,0
8220,2,2,0.6001996811721423,1.0,0.0,11.697003206900366,1,0,0,0.0,0,1,0
8221,0,0,0.4256430305423096,0.0,0.0,15.0,0,0,0,1.0,0,1,0
8222,1,1,0.4772592012898568,0.0,0.0,13.0,2,0,4,1.0,1,1,0
8223,0,0,0.4358748607590172,0.0,1.0,12.0,0,0,0,1.0,0,0,0
8224,1,1,0.3930116698115786,0.0,0.0,11.0,2,1,4,0.0,1,1,0
8225,3,2,0.4143016805242815,1.0,1.0,11.697003206900366,1,0,1,0.0,1,1,0
8226,0,0,0.4699857525886301,1.0,0.0,11.0,0,0,0,1.0,1,1,0
8227,1,1,0.328671664213881,1.0,0.0,11.697003206900366,3,0,1,0.0,1,0,0
8228,3,0,0.5158128096027941,1.0,1.0,11.0,0,0,0,1.0,1,1,0
8229,0,0,0.5158128096027941,0.0,0.0,13.0,0,0,0,1.0,0,1,0
8230,3,3,0.6381004203412624,0.0,1.0,11.697003206900366,2,1,4,0.0,0,1,0
8231,2,2,0.6357600253126064,1.0,0.0,11.0,1,0,3,0.0,0,1,0
8232,0,0,0.3045477014251953,1.0,0.0,15.0,0,0,0,1.0,1,1,0
8233,2,1,0.5158128096027941,0.0,0.0,9.0,0,0,0,1.0,1,1,0
8234,0,0,0.5158128096027941,0.0,0.0,14.0,0,0,0,1.0,0,1,0
8235,3,3,0.6641451987815057,0.0,1.0,9.0,3,0,0,0.0,0,1,0
8236,1,0,0.5579951427753703,1.0,1.0,12.0,0,0,0,0.0,0,0,0
8237,0,0,0.3699006108349729,1.0,1.0,13.0,0,0,0,0.0,1,1,0
8238,3,3,0.6065484983345751,1.0,1.0,13.0,4,0,0,0.0,1,1,0
8239,1,1,0.6469238969549422,0.0,0.0,12.0,0,0,1,0.0,0,1,0
8240,0,0,0.3977001998989168,1.0,0.0,13.0,0,0,0,1.0,1,0,0
8241,2,1,0.7928853742076165,1.0,0.0,11.697003206900366,1,0,1,0.0,1,1,0
8242,3,3,0.7042280046651094,1.0,0.0,14.0,5,0,2,0.0,1,0,0
8243,3,3,0.6567180218384583,1.0,1.0,11.0,0,0,2,0.0,0,0,0
8244,3,1,0.5158128096027941,1.0,0.0,11.0,1,1,2,0.0,1,0,0
